#OTU ID	sample13	sample14	sample15
67a94db6be9005b8e7010d39f9e93027	0	0	2
0e2d2c627aba6ddaaff91e213af3ec5d	7	0	0
80a9d0d3c4ccf053dcfe705d3141fd3f	0	0	11
2fbc0a589d83e96850764b695a8d9dac	4	0	0
a93c4edf113672f0dbf92db8b62e970f	0	0	17
ca759a8abdf79134ed674015ca386ea5	0	0	6
929099ac4045ab28e54fb2e903381ea2	0	0	4
e41cad71bc63a787682153e3f98a2c1f	0	0	30
0ff156da645b508cefe077bd7623fc06	0	12	0
914d54ed43425c8a0a75bbedefbef8a4	15	7	0
6f009d39b5b2d0e9bfe7167da40971fc	0	0	26
98cc08869900aefe97d700c438fa9c1a	0	7	0
1d1c5dc7ceb3a997250e0069bec7fc20	0	0	2
d24825a548a86ce507c5f91f87aeecc9	0	0	40
9d04da068e09231337dec359157ad058	0	0	17
8c193ec656089422ad0df827ee6cf5a5	0	0	11
f80a47ee7e774b87adcdce61248bd86b	12	8	0
4ae912062f5801ebe94f08b607567759	2	0	0
aca6fa8de4c20003b38311dcb4e6a988	0	0	5
2f1ac8eb334715ed8d94890bcd151ea9	0	4	0
b499e56c99680c90af41e5aa7df7eb2e	0	0	3
c0607c3a22a747b13970e7844ea09c7c	14	0	0
b5ed17046fd53b385bb5525feec56364	0	0	3
bbf493e79693ceb05c5365dea706cebb	5	0	0
d846cfadccaa7dad5c846246367af82c	0	4	0
a383a99ef2e5006c943afc9c56463f2e	0	3	0
af4ef96ff32ce4b0a0ac0ef61e7e8ff4	14	0	0
60ca0ed1afd56cc83abc990c62373738	0	18	0
04d6cf94d50e33cc484e10fa6817874e	14	0	0
e1896c909e864087b70658c87d2499b0	0	16	0
e55ef9de51c9c7a2ef0ef57d03ca3bf9	0	0	2
dd96f884741bef82a9146cdd01f6c49c	37	54	49
b3c3ad37a637c3ab5c9e4568270615b7	0	12	0
6187dce460402a8d8434f8b91ffef847	0	13	0
2ea43259fa8ca1244603150f428f1bd4	28	22	45
1fbcec77b2a1fbed010adda923629283	5	3	0
d6c44bb196dcf3d1dba22bbb9bb6d5b1	0	0	9
c9bd50ba52571b297db83c1a26d3e505	0	12	0
4d5744834e2df5a0c0480967e4541ebc	15	0	0
540e46e1353ba5a9a8ca78aaa2aade48	0	36	0
6661ac6bc146e2d9770d4755704787cb	22	0	0
bf5e999dd56072c7622bd639e0d8721d	21	30	0
deedebdbc9a4c2cffb19f8f7566cbad6	0	45	0
68a30390c8b32234e8b5807a39fbd507	40	0	27
6457147d962b354e888031f8d7abe41e	9	0	0
54311577cdb92cb7c122ad2aed3f84b2	0	88	0
20928cceb9fe86118453db1e89b48015	75	0	0
d6dd5e4a9504339f81d7f7936f3a2577	62	109	93
f640bfef23cdfa1b60cebb177d2156f2	50	82	78
0c7b75462f425181681816a4a7addd76	0	0	99
9ef3321ad20cadc72156cab66b72a316	65	83	0
c380765df6f3adf10c2513c730b9b6e0	0	20	28
5c2e84c87c6ae5d88b16ab517ecd3437	0	0	8
c9d0cd456039fd88156ec99057640601	44	33	0
180576f5ae6f4e549ccff7f9a8a239b2	149	181	148
9f81dafcbf348e919e8f901f0653c13c	53	76	61
e121f8178a22d1fba3fd2de9530b5a00	30	49	38
50fbefe2629a6d0309ad504b93881ae0	0	73	56
a23712969c33feb2b52ef9a7f77c2250	0	29	0
e943c4815b85cdee618681dc8c66ffe3	35	0	0
0464188ed64b11754237779e22513f0c	0	19	0
3f6834e08498f90a03b9ac77ecb06eb5	0	111	103
e61e74fc5665ec7f32979a64b60a4e27	56	59	80
671859cf9ae1acf4f1f5b52add154570	0	12	0
313c6833aa93a21ef4fbbf0e817a7e29	0	8	0
b4d220665fa2b9fa08d1d105ea83e48f	0	0	29
983f1ee2afbac74809e58a2b50e9f831	0	39	0
90f896e521de2b7ae3007ab2794f489b	45	35	52
b6bf578f5d8e71db9593ec2b00ce3515	0	22	18
9638a974c87644ad375a2231c88017ab	0	25	0
56007e7a98cf81eb70af42808e67d4b4	57	30	35
f3409b57f332d5cc3bed5861d1f9ed60	0	0	26
aa92040be8ae910d548f5164c29fde28	0	0	16
02db9d7d4e0cc3ebcbf663326690d489	0	0	52
57e8bb9f02bec4ce31758f691c191423	0	10	0
a1fa598a4fc72328ff46fa8d7d59d1c8	0	0	5
d8c262616739b0922d0c21686f415ef6	0	10	0
874c3ae73db5213a12e47e78f65d0667	13	20	0
e8a8fa0a774da1dee8da7c22c292c2cc	32	36	0
45d42b4551e4063f2385c6fa4f0e0f70	14	0	13
409bfc9565a00991069cc80e98a6d50a	0	7	0
5fc7591e988dacde49b31a9405d60e65	0	0	23
e8930ef32f82bdc9cc1f4d4a4729e803	0	26	0
d4710284f1e63a572e846736a7c92abc	0	0	8
9164355ec8a4fb42b24eeff8d89f944d	0	5	0
6e7ca85218c839d36147c5a9d800c497	0	2	0
6b4bb431395a264633bb5116135e0c85	0	0	2
0015f5eb2052def25cd1bbad332fa1a1	0	22	0
8afc3ba1b3009d36786194e334855727	0	0	16
f88edfe6421621259efccb93cbf62f61	0	0	41
09b3ae637e15bbfc9f967f2628d0c1e5	0	21	0
6e0c7cbb93395bca9034a8737cbfd6f2	30	23	0
fde53b79cfbcc664e3b941f144740dd8	0	3	0
22f7b2e1a68091435022d2c227244ae9	0	0	43
a2a7d8642509a7ce404ce256302c9f96	0	2	0
fa4489de8fade57042ce421cfea43ab0	0	7	0
8e80336296f539b533b0c34234d76639	0	10	14
7119dd72c9f83fcd6475fc9b519c8d16	0	3	0
728704300ffd5e416158f255afe35454	0	2	0
d8b4a2a558578d632268b2ca9e6e743a	0	16	0
7592edc7e8db405ebb2f12c67e2029b0	16	16	0
155fe4342ea4c90be279177c0c3740ed	7	0	0
8debd9d002591888ad18b822aadf787d	0	4	0
9205a6d11521b2d194d923a620cc78d0	0	10	11
33971a5f31da661c208d2ee9aa9e5769	0	9	0
6990f2c41341d722a210f8ddc78a2d22	0	13	0
007a1447ee0bdf75fe698b84a77f5934	0	0	16
169ea28897f3cfd2a6913668d6d76818	0	0	15
44e4b0e91c56013b45ab5ebd86deadcb	16	0	0
85388b0ba093eac129fc6c472583f08f	25	24	29
874c8c7f4cf7301fd754c4553ea9b806	0	15	0
3bfdbc15db1829a9835cb93ef1d2e1bc	0	0	43
5a86a129c921d0b96f1d5cff7521d91c	0	10	0
b0441f8fadf1b094c8de938d6b109b6d	0	0	26
092db9c92f527e5cf55e9f104ecce9c7	77	85	71
22f6629c5356d256361fc1aec34a2b71	0	0	19
85bab0fc51674b058af819456e96d0f2	28	0	22
efabb9fc719a210b1ecb1bf110742684	258	0	9
65a5078fc6fe5e853b4013819a1b4bf2	0	33	0
9becf1ae2484f02996196cafdb0b171e	23	0	29
9fede133bf98b79800ea05c7313fad51	14	0	21
337523447a74feaf02554aca3052566f	13	0	0
6de25a04f485a3a35111c68d95fafec6	0	0	16
b3aad3848168996c95ca91098e786a23	0	15	0
e8e7737a5d790fb926bf2eebb33f55a2	7	0	0
843cfc1520a05f6195eab6d44dac2959	0	2	0
fdac27d46c556e204a07bab7eace3ad1	0	3	0
5e0ea9e6f62a06d5de6c9b3b7384ee10	0	21	0
a68854d6be831ed4f69ea0bd053d46aa	0	0	31
783eeb7a3862680227a26aa8948caf60	0	36	0
6a712e7e9cd86748e4c7920709851d73	24	0	0
09368e2692dbe28dddad2a0c8eb22691	8	0	0
3596585376ce12625e53b3d8b38e26cf	0	0	20
41b6f8941d46b48cba1a61b1b7f2760a	0	0	3
1c551d822e327920d23a2de129706841	6	0	0
e6f90043aa7eeea9c29e2ede6e7729e9	0	51	0
b054d277b9f9a8791bbbe0f356166c3f	0	19	0
3f2be21b85545072b2364e4a2273814a	34	0	40
07baa929369bcb202a3b6ab69ad46790	0	31	0
880047e8e9cfcc8e49aa8456c32b99ca	0	2	0
4d58ebc4e48663dc29133e4ef081d938	0	22	0
30f9b2a0467ca25673a4be290f274842	0	0	19
db1cc25ed047c2cb00f52188a4465ad3	25	0	0
46b1980eca6f42d65a48653a343d3d51	0	2	0
214c7fb09c23623723cf0f7b5d8ebf88	0	0	10
11cbfd2a4163315d40fd3a2a70044885	0	23	0
23e7bb98a13540861c409331c4052a67	0	22	0
1ee3d4f51f062e5fb781750a4dade781	0	0	14
287a2e5fa9f125510b4a438570b2ad81	18	19	0
a4340ea3c5f3c7ca43a961b103801fe1	3	0	0
fb5622dfb19787f066424df80b7cb8e4	143	130	111
a3ee2a5054529312cbaaa8667ec4e673	38	45	42
a00b8c8765e3b0cc1aa2bfdffa8e13b9	0	20	14
fac5a6074067436b79e49c0a86a84fdc	84	84	114
8aa17c80e429f22b4c9e2714f5508354	24	46	35
dffd94e6cd6b0ac5441898e61e78ad56	27	0	13
6f74c7e02426e7520349bc77f3db4cb8	0	20	12
a0b84d1e743c5c63fa472ebb0e5f920e	49	0	0
c5cdde99a004dfa44525450bc692b2e2	0	0	35
0c769ae5a5f5385b06fd00039a641169	0	16	11
4f35a37db392ff6912dd26cb870b883e	0	0	8
2c8f8780b1e94b7521193d8afa0d8c64	0	21	0
24b5fba18eda1ec302fb30acc2f2bd40	0	31	0
7e1b326a4f20df6b4516c48b516399e3	0	0	51
b75ee709949995ec8c2b8d97349ec842	20	25	28
144219c116709e4ef15cef5c4cdb1f67	0	22	24
f761c7378a05a210abe4b6e2089b3ce0	0	0	14
13a8904a239cc292ec30dbe3f834daa5	0	18	0
8e9e9e37fbc17d90503ff0c1756b5f00	15	0	0
768b643d6bb2ab8f2ce0a33671cee8ef	15	34	23
4fc2957a6b69fa7dbfdd0c9f8620a5ac	0	24	41
eb222c28f4d953bb02ad4337b89048a2	35	0	0
f0e4bedc7067e6db4ac79edc24e86dcd	0	9	0
45812368001ce6169b86895061478a19	0	0	19
80b8dade634056b7635b8a7ebd8a2f99	0	3	0
c96ddc2e4c6bf793cd7183ea34a2542f	0	0	7
baf3dce6ed135294fbd8a804f46824df	0	4	0
56497296ec11a02666cba826f897b499	0	0	3
e85456df8fbfb65d2cbbfba11224e06e	0	0	23
91b5d9ec5a7abeb0baddba824abc3aa9	4	0	0
953558fe3a22da1adb4eab2368129f09	0	0	10
a4ccc87e3aa7883123605086820ec5a4	0	6	0
023638aff44a1815d3c8b9463bf89658	0	0	11
07cb77503c69f4324461d38a9d8760b1	0	11	0
a27935588fa80b6589db25bf39f2dbc1	0	0	12
e0106d3bf469ab1a5c14b778dece056e	0	0	2
861c9c759f3d1629aeec011a61c5e17f	3	0	0
6f1bf83ffd9bb13551b0e80017c45fe5	0	3	0
e5af6e4a64131cb732ee729f9dd54208	2	0	0
217d558b75059b8d66728d0850e837b0	34	0	0
f5951885abe8db1caa2024aa108e8205	0	0	36
40758f9465f3b9b79ed5324d6d323177	0	4	0
d0a4c9fb6a4d41494457fcc55aadabfb	0	0	3
b354856b589cab3b9fb44b049f1e98ae	0	0	3
7cd92e27fc8a744926f2edf324a294ee	0	0	6
7b09b9f34ade580935614442192f6dad	0	7	0
b072d941e9760e0f31dabea3f54dabb4	56	112	37
ad9e0017fee8f1eaaf3c142b2c9fa459	36	49	24
88982474cbfea65ca5bbcaae3415f4dd	0	25	0
c51ed20879cc5e596c322400a3094a63	11	16	0
1f75aa4e996dbd70b17b61999c4ac307	0	31	0
d74dc3bd072ca46ffe6240601aa8e0a9	19	26	17
5009dd39373c7f4120f9846c42ad42ad	0	0	23
fd1ee2893d169c885e48f44cdc97af0a	0	15	0
2d16d001e21717f960cf771ae879b1dd	37	70	0
fd5bf8f060adf0a2c74e6b57eede47f9	0	12	22
f74776d6d1459de9643827e61cd74ff1	0	32	0
df14ed79583b7b54bd7c109a02e8dace	0	45	0
6ea3ff3bc02e4e52bc2ed8f01ff74a2a	26	81	52
c8a7b9755ebb29d2de06d45e1beda216	19	0	0
0c3880e357c65ce815e6ee40a1943f26	43	50	80
6b72f788efab3070a3a5851029a75435	33	0	31
0f372d33b140e0f06111fc9b6f107072	0	24	0
99d5712f7b5b20171e7046d1d1186331	13	14	13
80f6c62af8a91fce6b60c53a999bdd7d	0	18	0
e3458fdd7b4f8de8adcfcf2ddc688d61	0	37	52
20b2a1cd685acf58314fb59252a14448	106	140	125
154485e5a0e47ba32ebf4405c7984bce	0	20	0
7bb1cdd2f0b73f6a689f67589f53fd25	24	46	46
7fe6606a2cefec3349eee73068b17ace	0	18	15
08e95f8aadda45f7fa04b997b0579b10	47	24	0
cd0834e5904b5d30f475bfc21f98a35e	0	0	11
2ea29efe6c75478e3b2c437686ae29ae	0	0	11
42b8cd70d19a5bd74e12a8921a32da1f	0	20	0
338ab5cddef010daef192d34c761f0f8	0	0	29
2b025b99d1d087889447229521cb3cb8	0	28	19
5c920a258402854e9b6e0e26245f20b6	24	49	36
077ce575f48e3b8edd208490e89fb400	0	22	13
b5fc91de5fe1400b76651f0d4ab1d2a9	0	22	0
3c75727cd7744436774baa95a082cbca	0	0	20
00d4306620fb956f4cb8ea6616da13a3	71	97	58
130cad23d389b49086a8650a532c8a6b	44	49	31
4983a867e90909e51e7089466f61eed8	12	54	38
51addd5168fa484bfe1741cf399eff92	0	17	0
771baeb8689f4177c9a55bca817664b1	0	0	19
a9164d01308501b576afa06256a15b0f	0	32	0
88033d2c57ddcad8c7c63ac43fc45fb2	0	25	0
96025ea09d3b792eaac86c539f6b3992	22	0	0
6554fb015b6924eb6223fdac70f2ad1c	24	38	0
39c70e6ff0b47273b50c3be788dab6e5	0	26	0
425a0290c177accbde0058ad89be7bbe	5	8	0
6007dccde2cc8c4d8e63b11d9e6ccec9	57	76	104
9549232abaed81ba64a245b360e8afb5	47	50	44
2404a99f94ffdbbdb5cbb609aec724ed	0	21	26
561ca9482860ac8ba0531e4826a57c35	0	20	0
88d7ae764c6b8f5175a4ab377151ff84	0	0	4
f4089dbf9f29b31de4628aca91af0ebe	60	70	58
87a249524d784ebc7cc36cec03a6c567	36	58	39
eb0c1770f8003ef04e74ce5daed81b65	0	28	15
5c3eb61b8f54e773facb1100b0000188	0	52	54
445b7a3cef8fc48b8e273ac8b3c3d966	0	16	0
684230a86eeb088c52a2b4c6ce8e4761	0	27	36
6fcf9f26681cc6a107841fc38c1964e8	0	53	46
c47007fac1c2b6fa6c392b8798c4a03a	0	15	0
8f90932836eec8eb89164f265ebd63f5	0	36	44
90d67df7427cd6257a1e2fa1e9d4a153	0	18	0
2fac845da336657d55f1a9f350c6bc09	49	78	89
bf3a1a4c1b84ea31505d1050de6beab1	48	87	101
41b024826cbf8203352777d695f524d5	54	79	80
1c2b8892a0d7f828d72808cd01cfd199	37	73	48
90a4bc64b3a7bf894e716ac1fdf27b04	21	0	0
49475e5df8f588d4c507467118a28dc8	0	0	86
e4821ce8a3639f5a0c4f587bd5d39da4	0	27	0
31f27558c0eb3d86cd0a1e87d2244614	0	0	25
00f22fe0aa7d9b976a6a884f493a1b75	93	71	0
ea4380d7bbfa82db66fe91ac7df13186	0	107	105
90aca794c7e30b8a77e87f13ffc9a5cc	0	120	0
8bf92f32d288b58710c6da58d9c51fd7	0	63	0
1a56ad3ec2b87cfbeaba8976be08b4b9	0	0	61
7f89ca147d9dfb50780c63b0bab6c3bd	0	20	0
99b46c6d67490619e1451432c9f3c026	0	27	0
466cdff6005dcc2faeaa225f5048174a	73	57	0
cf4ff0f02713827e8a49d70082ea998b	4	0	0
c63a29416a7eabd7ff67a49489118771	0	33	28
320190f9ae6df4d81ffabd43c3f0ddf2	0	0	14
836d43a2ff8c6ae378553d85bfb5f4e4	0	7	0
8af8cda621685ff396740327176f8eb5	0	28	0
3a7bcfd3dd1c23c2efae4b6b3fcd36a3	111	143	166
d829bee4984f82ffc2453212157caf96	73	125	166
7248b9bd77f755f006d7e1d346397ad7	0	42	0
6e53f86c407030dd327093345115526e	0	21	0
8b478ab845ab42a5bfef6d1d9f00b67e	29	44	39
e09f97d9f9240a8db6364dea88fcd7cd	147	158	178
9ffeedb528881480eb4ad6cc5b664492	180	216	252
efd92bb0006f08daf4f1506240effc39	29	46	40
b8c25739b60d6ee3ce195b9ae2d55f9b	21	30	18
e7ddf233bed17461088aae76cddd444e	0	15	0
4842e7250823f331744852bee57d67a7	58	93	38
ca04af74472ae45465b2bf15ccf076ce	72	139	98
51b9a2e379c2555a3774ef13e9aac08d	0	30	26
22b67f584acb0af9cd3c4fd62994b6a1	0	37	0
38a4e71bfa21c8571dfea2d57bcaa43a	0	28	0
7f27e8ac10bc1aa2730cb43ca456b516	23	23	39
64be202248b5bdc7b0df0e9b0a16a6a1	0	20	0
64c7ef15a4f911911702fb63d02a2c3a	49	76	36
2f98cd1d4ed3112ff2bceffb6408476f	0	23	27
6c8cc2251c3c6e963b10c6bd164f17cb	0	24	23
e5b653618e1c0e0608485db584d36b76	14	0	0
a4397d37e18a6c0431d567eb540c58e1	17	0	0
f39fbafdbc6aba623f1e1a7dd409c7fd	76	107	0
d46d56d3d729e1198135de8b3a529222	0	29	27
3bcd53dd16ed587ab1107e84b335a89a	0	92	96
c5a58f80bff6204956852638cd1eb7e2	0	0	11
ddf6201659367ca4eaac9d8c4cc4b692	0	14	0
fa711d95cecf987a21be7071f65288f9	0	12	0
1294963fdce372af7b1e1a920a7bfbf4	0	23	0
53ca06737199ee3678325edb8269c6a0	0	0	40
e9e7e47902c54d35eca8ccb9aa02b9e3	0	0	17
7d1c94fd28c98319f26fb4cc7120ace3	0	6	0
fc7dfd77001ae2cad4d6b150e0100fc2	18	42	17
d48381b3cad4885c55214c79c89adfb6	13	29	0
aa4706ce1980e1bf31bd60cd29f2ff8a	0	16	0
6945d94103ada823c2811f2b81c56ba0	73	86	92
8495a7602793efbeca7e9822804d198a	80	107	59
61e40ff23652975a7b947db110478c39	0	20	0
07d052eb243783c630caed628168d2e2	0	24	0
87a8fd71a415cd183cda7bb9001c6891	0	35	0
9c9edd4faf6b41d3e8aeff39681b1ab7	43	0	17
82da3446fee72da33e005b2dadaf325e	22	16	10
834408b5dea275ad6ac778a97c1414cb	14	26	18
f073df90e41bdd0c9674d8de667f5f32	0	0	31
2ccd394fb424530d985868b0f521eec4	0	56	0
6b429ef304fb15449e1ed1ac1c557326	0	0	5
05af7cc21d40caf736a1bfd367947a55	0	9	0
ff849437b618f33a5754dcf408e03e64	11	0	0
f872d2e53c49c21c6eaa0ca4c752f731	16	22	9
2b77b23bffd478c6e8555ca02f8506a7	0	35	0
8af0c91c086044fa09b7effdd72e1df6	0	14	0
d46d3bcdd4b1aef69133ae1822c8fc2e	0	0	20
6de8fff163b98c8aa71aeec462c52f49	18	0	24
205e9006842d47d1a2d1caf6a96e0c88	0	69	0
606efbdc4ec1a3663837d004dc91ca65	0	0	35
6e1c4e6bb65a9ae6e6ef9e93c6d063f3	0	11	0
ce0344ff7d5d917934ed67afd7533465	15	49	24
04ecfad5772d2e09a84a0f5ef460536c	28	53	24
b4c77c651d562a6586c20cdca3b8d60e	0	16	0
e1728ba60305a2cb12895a34705f7467	7	0	0
0b67c34f3466e9b2552edef52ad5fc26	0	3	0
9cf893da9b2350e8162b23a73e486a17	0	0	9
2aaa5bff495592f5df148ea87d299589	0	0	5
ec2c194d74017a15e904f0bf5f793808	0	4	0
56f766271deb8b8f7cb1a0dc73bc7f96	5	0	0
ddb234ced736aefbc1523bf5fa90aac6	0	0	14
cea2c95cf3b8afee9281d46f08b3bec7	0	8	0
e183288958ae518fab2e6f4796aa7ba3	0	2	0
457d8aa53e3ff8136005f703eac136bc	3	0	0
3ccd3ad2290b11b578627c55477cf2d5	0	9	0
473b9da1c6d008c611eeedf757f83da7	11	0	0
9304bfc144f5b21708d5c56e6ae5d9eb	0	0	2
16d9027dbefbdcd591475a42ae1bd86d	0	6	0
5abe718ba758e5c9f3a525f6e9fd1b12	0	0	7
64c5ed5b4e806dc5c5015a815d52d42c	0	3	0
7502d802292fad0f3d1a2da943985ce3	0	8	0
f7542bc2be1d1c48116bbf406cc38cd5	0	14	0
569c6de76165a5e3900fe185950c11a3	29	51	38
04786d737c0dab525fc91dbdedffecc6	21	50	25
d97b164c61f28ae8bd986235f8e0105a	19	39	19
9fbfedd248ba2e559ad786f4f62eff57	0	0	29
0ef9e83b9021cb375b5bc3a9b6af8671	25	25	0
ec25f235930bb7cc0a8dfdc429667c23	0	0	6
81333ca34235d683da9afa09f5062138	5	0	45
d9f32d2f2b3fb508a6131f1d6b356f6b	0	0	15
6c51baa8c131f9fb9bb8c12bfc404703	0	4	0
cd426c16957706fa364eb8eccd6a1f86	0	7	14
59b5fee87aa2c86fe8e5b69d3d88daa6	0	0	7
175599daf421931bd814f5394e2588bb	0	4	0
f00ca8750ca0d49f87d5115b5a87f166	8	0	0
58332b255a5c5aad902e6c8d7c7446e8	6	0	0
e7a8ddd12d12b7c9dbd711fb1d3718c8	0	2	0
d671d4e2fd998c58dd133f924befd88f	7	0	7
58db5cb10933f29e7669cf75db43c96c	0	0	2
65e05d77ddbe202c3795bc8f576f9233	6	0	0
d1e3e179185253ea638217754c50c714	0	2	0
3530f13f48be478316508aca51e38f5e	7	0	0
a5482f94014cb031e2950296a8e2d7a9	0	0	7
aa513690518d0fc3b64ce7e2700c5467	0	0	19
c38e62ef7ea6eddca19bfd0231a44b75	24	0	0
76f4757daa3473f070ebd777a66fc0fd	0	0	7
231181e7281962077d31bc3f5f171ccf	0	28	0
a22c8a421f79d28f95eab869d35edf46	2	0	0
cd22217ce27ac602c4ae2411d36c7a4e	0	0	6
c9cda5a6c341a9cc99701fc4ac87f2b9	0	0	4
f8fd5f818e32f6ff0801567758bb52ca	0	0	2
0982696e949fd66fa7ba1d31f147b8a1	0	0	14
bf1306db8c5ac07e437278626176b06e	0	7	0
ddc9eebacde9049358180316c3ed14e6	4	0	0
9098a3a121b2fbcd967bc1dcd45796b1	65	80	65
9b1c13dd2afb46e362fbc0ba2ccdcdfe	0	4	0
ee3e4236c91549d5521b788e6c4f8ae0	0	4	0
0186a4c38ae47fa4b6cc434d3697de26	8	17	21
ae1678898301cc36b617cf9d57d264db	13	0	17
edb114398ced5bf958f4f404493a6642	10	6	0
587c338135655f3e8d70e2b4c3970f94	9	0	0
22c9ef0d0731b4667943fa606ef355e7	0	9	0
5c5ce57857225b5b457c732c22ff8cc8	0	0	9
2a4e5d158fcb0d8aebdb9e879f5fdf93	0	13	0
2772e71e9c0b924e236b3d3f47beab70	21	31	16
63d16e8f91a5cd246ceae9777d7a1718	0	0	4
651a032a4d91ca43b13549f6057e0baf	0	0	2
25c9aa2cb09b258e40a2294aed981c09	0	8	0
64bebb93b42d08f37c407f3af3216ff9	0	8	0
5a77ea77d5470578db6aaa232cf00929	42	0	0
ff80624215eae1f1858dfb1225e8794d	0	34	0
af1eff0471fc6384606db4ad3c718bf4	0	28	0
9e009a61a1eaaf8ab02bd92eed63b2e6	14	29	0
7640b666d067bd4807d2d34d1f7c1385	19	0	0
47f2617de53ce85d035fd4d1cc587272	45	73	70
99f3bc0f65bb70137078d30c5ee378cb	7	0	0
1613c58897f957af902799e5d46fc8d0	0	21	17
947e8db9cda730528cf67adcfd4d4233	8	5	0
57ff761be8acec89cc1e365a8471bfa0	75	33	37
a9cd45909971f85729577bd8d95dc927	0	0	18
1ef5eb2d83101223b0fe581e5d40e84e	0	0	9
1d9f54c6801df8b5ed9d62b6612a9009	0	0	19
84878705b2d53b9430efc564d91fe686	36	67	36
4e22f22689f947dcddd489706f8f109f	30	0	0
feae5770637a1abcff5787cd1265e46b	0	17	12
a63480ea2717c799c76687615cc4104e	5	21	14
fac544b0f06ce60725685b484ae81c67	94	61	39
e07719f4be1c88d455837c0779481019	79	109	68
bca83cbd06308f24a2b9ec9af26ed949	0	5	11
7a856290efc6688da9a9d2aafa0b14c6	0	30	43
cc9f542a833ad5ad7e77c6c582cc8722	49	0	0
66b7a65a488b39777e1ed72bf90bb092	19	0	20
6936750d796a9ca7ac83926fa26c6044	0	33	0
fd4a42ab1255141306db19e7eacc382d	0	16	0
cbcc718b54a5d4f76baf4aa2c7ffb097	49	42	37
ac0e0aea93c2b031da181409766c537b	0	14	0
7a39551cea12c23f52038b2372eb48a0	0	0	11
d89e09b087cc12b711d10431416158d8	0	0	6
358af97defef19091f0a5935314e69b6	0	5	0
05020ef1909383dcef8cdc8e2cea89e0	0	0	9
c1571408f060419046564b6ef172641c	6	0	0
9deddee8d54fd8c52870aa3c5a107eed	0	5	9
c0b7be005c6b04fc816032eb9b2e3b21	0	0	2
aedc2772bcfb9a094ab7f78165f7a88e	0	3	0
1dace1ee4ffd22570540753626c08f0b	0	11	0
4fcfe434053e932f99d83b2c48bea73c	0	0	3
cd056f6ece83aeddbe43f1074936331c	0	0	22
2dc0ef2957f4dcc2d047cd1c3ddaec9c	0	0	23
e21bb2b9c7cd678b8dfaa1af8e315eca	0	10	0
7e0860fcdabfa29f621d8f99eef1630c	0	0	12
dfbff6a782824dc0507d4a9bea98181f	0	7	0
b899be5a0112fa5d46fea0ba45e66145	0	0	22
b8a62f594d99788fb6d3328a97a63fb8	0	15	0
493b76e97c31fb4acc93fc87073a441a	0	15	0
a9973ac90ecf780ca6b8811de6b80cde	7	0	14
967c3112b8df55035b00fa95d3cc0b84	0	5	0
bab3613ef098de4ee4b51ba3baddd162	25	0	0
357a94d3265018268cb28cb2e3b7f605	0	0	21
35b6740052e24f0791c620f8c1ac7868	9	10	0
c45e8d57eb1fff2f298aa9d6704b7500	0	8	0
4a3ff938b6b467a3a5d5eefba09aff53	8	17	16
f29a6cbd8ab21cb44dc7a1cfe1b9b4bc	0	0	7
54feab96bde6576f2c168fd7c2aab7bf	0	5	0
009d136febc29338cba56e4d051910b5	0	0	5
c7997e93728de5a6987fc3ad7378735c	0	2	0
a48f3811fc7e075e8f1295ccf32e73f3	13	0	0
bb4ddc8f2d9bcb171981d6d178fae296	0	6	0
eef85a473233f0b562aa22e7f170dd89	18	0	0
74042d92d7a18a30dbdd49d09e4a2a1d	0	0	34
75ea2daf1a41ca52cecdd1e27b663173	12	19	0
52f6326746652d0bc70809ce0be3ecd5	0	21	41
6bbe1e568b8b1d5aa7cb4af151ca721c	19	0	0
356a58773c9a6bfbebc3550e4927bed5	9	0	0
60d5c7b3969aaa17d4a03e652c3f7a6e	0	0	8
97aae991e635516a6bedb8326f1357e4	0	0	19
a3e563f3d04e6ff0a60fb6f21ef757f0	34	0	0
effa0216e84047327134fb9ff4174725	0	0	25
ec2dee2409343423f3f41f539d06e560	10	0	5
d1102843e96eb652aefeeaf02e7e60d8	0	0	13
2b1e95cac5d39becb2c7a6c99727da6e	0	0	16
b057ad137232c949334dd7d71c5a3bbf	0	0	10
d4862a6357e2190e3df1af98b5a399a1	5	0	0
34489da2716a5735d35c7aa3b8b6204c	0	2	0
c2f4dbc2dae0a8f770c9ecae9c3adfe7	0	0	16
8f7959f6f1cb989bee2ace4f252842c4	0	0	8
aad6f94ff218a0dc1628e003b393b616	0	0	5
8b099b3f47757eafaa5f55625e9c39ad	8	0	0
3545d237fe9db9548821f5c991f3ad40	0	7	0
123fdf050fc7e47df3066070bac6bcd5	6	0	0
699c8aec037a1497b1c1b6efa465a1e0	0	0	4
0f3a430046a53c9f71888f77550e4dd3	19	0	0
e5b22c74881f9771ac732cd74e68a473	6	0	0
40bf73c82c82c373f5feee89dd8436cb	0	0	20
38a5cecfc28c794105e90574910cd7d2	11	0	0
3036859dc4a7972281bf602c216cdda5	0	0	13
6f9afb3273185f3489a54fd143229c93	0	3	0
3150d9baba8c14911d11fb702fe68510	0	2	0
a1200c463e57879728cc947c1c54f2b9	7	0	0
6774e1fbd15cb0962438ff1532c9d5d8	3	0	0
994fa2ebfd28f5ee989b6ecbe6986c9f	4	0	0
6844984b31203138294820e0ae808791	0	0	7
38c4d4d8a675313ae6639259f00ff97c	0	0	5
69cb4aeefe635c19b714dffe0c9ca450	39	34	19
